Unnamed: 0,project_name,repo_link,score,lang,lines_of_code,num_collaborators,num_branches,loc_per_commit
0,assetmgmt,https://github.com/shreyask21/assetmgmt,74.99,java,1859.0,1.0,1.0,"(236.6196581196581, -79.05641025641026, 221.63804232538578, 81.34532876266215)"
0,Swiss-Selector,https://github.com/Kevin0M16/Swiss-Selector,75.39,cs,2958.0,1.0,1.0,"(85.68515406162464, -38.78014316837846, 99.40049189191942, 47.28666228631289)"
1,Covid19Radar,https://github.com/Covid-19Radar/Covid19Radar,75.42,cs,36736.0,100.0,2.0,"(404.37601855070903, -391.03356225222035, 904.8123150109273, 1349.5364203809886)"
0,Scanner-SDK-for-Windows,https://github.com/zebra-technologies/Scanner-SDK-for-Windows,75.84,cs,3618.0,2.0,1.0,"(1651.357142857143, -497.17857142857144, 2059.53113018242, 860.9399746097008)"
0,meautosd,https://github.com/zekroTJA/meautosd,75.92,cs,1578.0,2.0,2.0,"(3812.8333333333335, -739.2083333333334, 5574.105620608293, 2386.100901205212)"
0,Spacearr,https://github.com/tmathura/Spacearr,75.93,cs,23734.0,1.0,2.0,"(None, None, None, None)"
0,Smidge,https://github.com/Shazwazza/Smidge,6.21,cs,7539.0,10.0,3.0,"(214.6802446498649, -88.94363435439385, 669.8233505800628, 225.67229576669922)"
0,pds3-product-tools,https://github.com/NASA-PDS/pds3-product-tools,76.02,java,140721.0,4.0,2.0,"(None, None, None, None)"
0,challenge_kcms,https://github.com/meninomiel/challenge_kcms,76.18,cs,16233.0,1.0,1.0,"(543.8953634085213, -126.74310776942356, 836.5540898546034, 183.4535206025109)"
0,Plugin.BluetoothClassic,https://github.com/rostislav-nikitin/Plugin.BluetoothClassic,76.73,cs,30441.0,2.0,1.0,"(427.2165200391007, -177.0175953079179, 724.2314400562497, 292.64926670701084)"
1,javassist,https://github.com/jboss-javassist/javassist,76.73,java,92061.0,28.0,3.0,"(None, None, None, None)"
